file,target,candidate
hexo.52eec7e86484ed60f465bb62807a1e9426a51da3.lib.hexo.scaffold.js,"const { extname, join } = require('path');",const { scaffoldDir } = this;
bower.d0f005a6f1b4e251934fdde88e207ee388697c81.packages.bower-registry-client.test.Client.js,replay.fixtures = __dirname + '/test/fixtures/replay';,return this.registry.reset();
express.2bbf6cb8f96db9b9abce027d39131fe68cd259e5.lib.express.static.js,if (set('cache static files') && (cache = request.cache.get(file))),if (set(\'cache static files\'))
bower.6d3b3e6de2de228cd788c553cfd8f074d70e5f4f.lib.core.Manager.js,"this._repository = new PackageRepository(this._config, this._logger);",".resolve, this._deferred.resolve, this._def"
express.3e80915454bd9efde40192c65e62538ba6703399.lib.express.request.js,var callNextPlugin= function(error) {,} function (plugin = function (key) {
express.24881537a1b8ed6a838b29d35751911f31a73806.examples.format.app.js,if (item) {,if (item) {
hexo.661b6ae07a2d9116fff1cedde4d614d447b9b38c.lib.plugins.console.generate.js,const publicFiles = Cache.filter(item => item._id.startsWith('public/')).map(item => item._id.substring(7));,"return callback.apply(this, this.query, this.query.callback);"
hexo.6f16116ff1eac8c0f226ab0c769a39b8a11fecea.test.scripts.helpers.open_graph.js,"'<img src=""https://hexo.io/test.jpg"">',",'//google_plus\
express.fd276365ee381288221bd912534be5108614ab8a.spec.spec.cookie.js,utilities.cookie('q'),describe 'cookie()'
hexo.0b28f80343e704f751263a8119599670faad0666.test.scripts.helpers.tagcloud.js,"it('no tags', async () => {","it(""notags - config"", () => {"
express.713d2aed93586a7c11fc2c8beeaa0c03c6f565c9.test.Route.js,should(req.called).be.ok(),order.modified) {
hexo.e414df311bd362f78e3c691ba83a6a8e91eeb34f.lib.plugins.processor.index.js,register('data');,""""
karma.f8f3ebc45751ffba6ec1aa1d1554c7dfe91de85b.lib.launcher.js,if (browser) {,} : () => {
bower.0866c9357377bb2898b431499c505dd33f94381d.lib.commands.prune.js,.done(function (removed) {,.done(function (removed) {
express.c18c2a8e68c6e260ce9346847038c9a259b2eb1b.examples.downloads.app.js,if (!module.parent) {,app.listen(3000);
hexo.1c8cd09d823fcdcdec579cb2cd3ea912e5dc1219.test.scripts.box.box.js,switch (file.type){,it('_gener
hexo.95480f14919c6d435ec33234e7d3c820a51fc3b2.test.scripts.filters.backtick_code_block.js,"it('with no config (disabled)', function(){","it('with no config (disabled)', function(){"
eslint.de13990fe4ce8e10b7401ff416493ef6249eb944.tests.lib.rules.unnecessary-strict.js,"eslintTester.addRuleTest(""no-extra-strict"", {",var eslintTester = new eslintTester.Config({
karma.124e9bfef336f2eb42bcba7587c019e756be5527.lib.file-list.js,"realGlob(pattern, options, function(err, results) {","realGlob(pattern, options, function(err, results) {"
hexo.ebd00e77d40c483ae26820ce5cb7e335755ad701.lib.plugins.tag.img.js,const { htmlTag } = util;,'
karma.0801a7f1e6b4b214d7268cb44b1dbc7138e46964.test.unit.cli.spec.js,"it('should error on args with underscores', () => {",.deep.should.should.equal(['s'])
karma.2b7d703b083f6467dbb3b3c7933a1086cefb7cd3.test.unit.launcher.spec.js,this.DEFAULT_CMD = {,this.id = id
hexo.e603b5d2b035ad6946ec14c7cd27338199fc9e0c.lib.util.index.js,"yfm: require('./yfm'),","yfm: require('./yfm'),"
hexo.6a59a231772d282c338e6dc07c5c8b996f16aad0.lib.console.js,"module.exports = function(command, argv){",module.exports = function(args){
express.1d0a56b673b53d7beea5c0407dd7cf00a469adf5.lib.response.js,", root = '/'",====
express.dc45e93cea75f0b0e13b33baecabce405fbf5f4a.lib.express.response.js,"this.header('Content-Type', 'text/javascript');","this.header('Content-Type', 'text/javascript');"
hexo.1b418b192d99202cbcda4e507c44af1a32dbc643.test.scripts.hexo.load_config.js,'url: https://hexo.io/',content.should
karma.06a0da09320340a988513285046b577b4a7518fd.lib.middleware.karma.js,"var LINK_TAG = '<link type=""text/css"" href=""%s"" rel=""stylesheet"">';","var LINK_TAG_CSS = '<link type=""text/css"" href=""%s"" rel=""stylesheet"">';"
express.0fce93be37d22cfbe858130f076ffb637008e422.examples.pages.app.js,var err = new Error('cannot find that');,throw new Error();
bower.424f99cea48482d303b7826f1f4fe51b64522739.lib.core.package.js,var split;,var split;
karma.4ffc12a69aa2f4f5abe2f296763ddafb82f1ba91.lib.cli.js,"var processArgs = function(argv, options) {","var processArgs = function(argv, options) {"
express.b90a3dbffe09b101431301dc56d034018790b789.lib.express.plugins.static.js,"return self.respond(304, null)",'
hexo.4687816927b4f4ebe51e06669536d67017fc33c9.lib.plugins.helper.list_archives.js,const compareFunc = type === 'monthly',const meta = (!meta) {
express.8ab96ab80dfcf9282d27b45b902554bcc5ea328c.test.utils.js,"utils.etag(str).should.eql('W/""9-2260508953""');","utils.wetag(strUTF8).should.equal('W/""a-1751845617""');"
hexo.6f80acf630a88d68b41e9347cc8182328bc884ae.lib.plugins.tag.include_code.js,"hljs: config.hljs,","lang: lang,"
hexo.182bf7e3aea897c10a9983d0eb468905c35c2767.lib.process.load.js,"render = extend.renderer.list(),",return function render(){
hexo.a26fe113ef0f666d6cf7d12d012304c73016b772.lib.plugins.generator.post.js,"var arr = locals.posts.sort('date', -1).toArray();",locals.posts.each(function(item){
hexo.afce8d510601c60e56665f46a5865e8f102dd885.lib.model.js,posts: [Number],"root: '/',"
hexo.f7edead1ec6b1893b335246a35216bafe23ef823.test.scripts.hexo.scaffold.js,"'---',","\'---',"
hexo.0b28f80343e704f751263a8119599670faad0666.test.scripts.helpers.number_format.js,"it('int', () => {","it(\'fs\', () => {"
express.5fab60bc6cbba8f3964575dbcd03671d05662aa5.lib.router.index.js,"setImmediate(done, layerError);",return layerError
hexo.40e20dccc7debea40d074072084632751741542c.lib.plugins.helper.list.js,"item(i + '/' + (j < 10 ? '0' + j : j) + '/', moment({year: i, month: j - 1}).format(format), monthly.length);","return this.join('');}"""
express.9c0de236456069fbc5cd9dc8c19d98c19913b698.test.res.location.js,"res.headers.should.have.property('location', '/post/1/edit');",NULL
express.aa7ff3ef47ac22c3f5b38d0722e18d7e6752908d.lib.express.view.js,"this.send(str, options.headers, options.status);",NULL
bower.3bcd2e08e85a7daa7f7ef698a182e6daad54af7a.lib.commands.help.js,return module.exports(paths[0]);,return module.exports(paths[0]);
express.b958393135925fa633fa4885068a4d2cc20d7681.spec.spec.request.js,describe 'when an error route is defined',describe 'with('admin'
express.2035c31167e3e913b792308998ddf8e7ee40f921.spec.spec.modules.js,onFoo : {,config : {
karma.ca42cfc66c896a9e7557dc0cb024d8c13453d9ef.lib.watcher.js,var pathsToWatch = [];,var pathsToWatch = [];
express.203b65475c22f188f72de4164051cb6125050cec.lib.express.view.js,"fs.readFile(path, 'utf8', function(err, data){","fs.readdir(dir, function(err, files){"
hexo.b123961597b1127b5cd6ba2351859ac4b18ce199.test.scripts.extend.generator.js,"should.throw(() => g.register('test'), TypeError, 'fn must be a function');",NULL
hexo.2a9143f48816b0394ee36dc7035bcbcc75aeb795.lib.post.create.js,"}],",})
eslint.219aecb78bc646d44bad27dc775a9b3d3dc58232.lib.util.npm-utils.js,"log = require(""../shared/logging"");",return this.expose();
bower.5bb77b1e0379be2bcf5fb9e5f0a63236fcb52446.lib.commands.link.js,var defaultConfig = require('../config');,var defaultConfig = require('../config');
bower.ca9cb2f61b5df761e17250a67e1575d266864cc7.lib.commands.update.js,var json  = pkg.json;,var options = argv) {
hexo.bd17852ba8a018936d08400dd7dc3668221326c4.lib.box.pattern.js,var util = require('../util');,var url = this.format(url);
hexo.9e2f8f855dc45b66ed86a6a8295c7bf78ce9c2e8.lib.plugins.helper.is.js,"extend.helper.register('is_current', function(path){","extend.helper.register('home', function(){"
express.4983c38298d1c6dad1a8a09241cf8beee66beb7e.test.res.locals.js,"describe('.locals', function(){","describe('.locals', function(){"
bower.a87969d85f039faaf860ce0d7748dc9f9df9e925.test.resolve.resolvers.gitResolver.js,"mkdirp(tempDir, next);","nmkdirp(tempDir, next);"
hexo.92baaada795f6bdfb76ccb6c36181ad9b64a89c4.test.scripts.filters.excerpt.js,"var more,",return
express.cc84f40d61e4f0a10c4107a67cc4c08380ca3be5.examples.mvc.lib.boot.js,fs.readdirSync(__dirname + '/../controllers').forEach(function(name){,fs.readdirSync(__dirname + '/../controllers').forEach(function(name){
express.f7f75923aa2f6eaae34aa52b881ac43810a3a85c.test.view.test.js,"app.get('/callback/layout/no-options', function(req, res){","app.get('/callback/layout/no-options', function(req, res){"
hexo.c2e4672e86a573d528a24b96fab63977172c0d64.lib.plugins.helper.paginator.js,"const endSize = Object.prototype.hasOwnProperty.call(options, 'end_size') ? +options.end_size : 1;",const midSize = options.has_mid_size || this.page.mid_size || 2;
express.41964580a8869d5f094e7379d5672dd75f8491f9.test.res.type.js,".expect('Content-Type', 'application/javascript; charset=utf-8')",".expect('Content-Type', 'application/javascript')"
bower.02e3ed4588bb4d91df0c5c3b0ac54ea9b3d06551.test.manager.js,var savedConfigJson = config.json;,var detected = false;
hexo.683fd0a19c4f94216dcc13c35970135d7a6ef03e.test.scripts.tags.code.js,var util = require('hexo-util');,'
express.269dc5323f41ce9d56229784f9441857fbf5f27f.lib.router.index.js,var has_method = route._handles_method(method);,this._route._route = undefined;
bower.381c5fea77133ed2663479b012a7525a68e264c4.lib.commands.cache-clean.js,"if (!exists) return emitter.emit('error', new Error('Package ' + pkg + ' is not installed'));","if (err) return emitter.emit('error', err);"
bower.a7dca30d9db1a1ae2c8de364a14fb47203f2f29f.lib.util.hogan-colors.js,var _      = require('lodash');,};'
bower.4bbafe13e6d5da013aab0a95cd5d002d0464bd2f.lib.resolve.Resolver.js,Resolver.prototype.getDependencies = function () {,Resolver.prototype.getDependencies = function () {
express.9721a766ea3501ef9380a493f00d3bd0ceeb7480.examples.app.js,use(Redirect),"}, this)"
hexo.9ba40f4dd5894c20905a5380020833da8275015a.lib.plugins.console.generate.js,var tildify = require('tildify');,var fs = require(\'hexo-fs\');
express.2e3f806d07859fb9fc96ffa726ceac08dcb60c96.lib.express.http.js,"headers['Content-Length'] = data.length,",exports.length = 0
karma.49af11b992b2f0e4e316458be3313c3a0e572c76.static.testacular.src.js,"var Testacular = function(socket, context, navigator, location) {","var Testacular = function(socket, context) {"
hexo.ad7f9d6a0a26f86139386b215fd2c4dc43c32e03.lib.plugins.deployer.git.js,"'For more help, you can check the docs: ' + 'http://hexo.io/docs/deployment.html'.underline","const newcommands.forEach(commands, command, command);"
express.ab9c275bde7deff97b84aeb3ce16e0504ac64f8d.lib.response.js,options.maxAge /= 1000;,this.signed = true;
hexo.9f52ef1149be241a148f1cdfc7aab8ad88403589.test.scripts.helpers.toc.js,"function ifTrue(cond, yes, no) {","function imgTag(args, content){'"
bower.d08efcfe3c9bdcfd9b20b7d7d22b2e08e9a0044c.test.core.resolvers.gitHubResolver.js,"var resolver = create({ source: 'git://github.com/foo/bar.git', target: '2af02ac6ddeaac1c2f4bead8d6287ce54269c039' });",// Copyright (http://twitter@github.com/strongloop.com/strong-server');
karma.1eed326ab64aeabdb9819b54a851afa6da840f8e.lib.launcher.js,var Launcher = function() {,NULL
hexo.45b437f8f89fac250dccc1350e483abd6f504ca5.test.scripts.helpers.list_posts.js,before(async () => {,before(async () => {
bower.a82f392cac02d673bc726b2825b3c6f5b29b1d8c.lib.core.Project.js,return !dependant.root && names.indexOf(dependant.name) === -1;,"return that._bootstrap.bootstrap(targ,"
hexo.d35287a765d5d7d43135c8f50d1a63204d5f21ad.lib.plugins.console.server.js,var ip = serverIp === '0.0.0.0' ? 'localhost' : serverIp;,NULL
express.cabb43b187d74beac991a98545f14a168d9bde88.lib.express.plugins.view.js,"var self = this,",partials: options
express.c3c0fb95a840aa7322d20a7c51b4c61221d71333.lib.application.js,if ('all' == method || 'del' == method) return;,if (this.handleErrors.handleErrors);
express.41cc2923b1bf63df3d2369055cb22adb994846a6.examples.multipart.app.js,"app.post('/', function(req, res, params, next){",NULL
bower.4e3e45a88bb5bc4b9ac4ba7f34233bf29dcc4f35.packages.bower-config.lib.util.defaults.js,var proxy = process.env.HTTP_PROXY,NULL
hexo.ff38e12bd547a351a1a284b8d4545b70abaecb04.lib.plugins.tag.asset_path.js,module.exports = ctx => {,module.exports = ctx => {
bower.46655b7c4ed6fc0fa7fc3f671dafa987fefab249.lib.bin.bower.js,"'version': { type: Boolean, shorthand: 'v' },",return { logger : new Function(argv) {
karma.9976dcee613e7fede9b6f528577b85ff783b06b3.test.unit.config.spec.js,"'/conf/coffee.coffee': wrapCfg({files: ['one.js', 'two.js']}),","'/conf/coffee.coffee': wrapCfg({files: ['one.js', 'two.js']})"
hexo.3f698e408324213a2383d1ddb358e9c69842376a.lib.plugins.tag.blockquote.js,module.exports = function(ctx){,module.exports = function(ctx){
karma.96ebdc458f9e4ea8bc96d7461183d13826394ba9.lib.reporters.dots_color.js,"var DotsColorReporter = function (formatError, reportSlow) {",";"""
express.cf41a8f25434bde16ee8606ce12bb699ef9de39e.test.app.use.js,"it('should accept array of middleware', function (done) {",",""redirect');"" });"""
karma.0d0972a59e6e0354033c9fdfec72d5ddfbfe8e1e.client.stringify.js,var constructor = 'Object';,return str.toLowerCase()
bower.40e3ee091b97313dd5bbb346b75795efa22e0421.test.commands.register.js,"return helpers.run(register, ['some-name', 'some-name/repo'])",return helpers.run(register();
hexo.f3517907e7e86bf8d636ebc624beaf56524e86d3.test.scripts.filters.render_post.js,require('chai').should();,""""
express.be9d66a574dc71b4bd1d127f8340eacadba57dc1.lib.router.index.js,"route.callback(req, res, function(err){",return views = route;return this;
express.968e8f012156979e6cbe20bd0d2c5d20dfc2f537.lib.express.js,exports.version = '3.0.0rc5';,""""
hexo.14d1c0d09dbd4c795eb97a6fa9e89f6f38472858.lib.process.js,"var tasks = [],",var tasks = [];
express.328c6d30603202cfdf1e479f2486e10521a91a44.test.req.xhr.js,", request = require('supertest');",NULL
express.8158a3dad5bd4d051ec17916ef63e903296694ff.lib.express.spec.mock-routes.js,Express.plugins = [],Express.plugins = []
hexo.2a92807dd2445252294dc4b497def799558eb8bd.test.scripts.tags.post_link.js,"postLink([]).should.eql('<a href=""#"">Post not found: Invalid post_link</a>');",'
hexo.1f5fca210e6d31704a2b8f7e94b606ff763b6a2f.lib.plugins.console.server.js,"var express = require('express'),","var list = route.list(),"
hexo.63c3dce42491e06bca8591de3ae41a0074b96c24.test.scripts.box.file.js,fileStats.dev = (new Uint32Array([fileStats.dev]))[0];,return fs.should.unlink(file.path);
hexo.477fcc27d69d2914f7bf646b6bf0714b5cc703d2.test.scripts.box.box.js,"for (const [key, item] of Object.entries(data)) {","for (const [key, item] of Object.entries(data)) {"
express.a25ef01da32a090b7cf7d3159cb6b283e62d89c5.test.router.test.js,"},",})
karma.30a8cbaa57f8b5b4c499ce95ac3a0f0b04033cd5.lib.emitter.js,exports.bindAll = bindAllEvents;,exports.bindAll = bindAllEvents;
express.95510bdcfb4141a39f924f9ee4758f9d5c1958d9.spec.spec.core.helpers.js,get('/user').body.should.eql 'localhost',"f'something'should.format,"
karma.5690ffe82bb7ff195576f6f43dd8c281e51aa833.lib.middleware.karma.js,"var SCRIPT_TAG = '<script type=""%s"" src=""%s"" crossorigin=""anonymous""></script>'",""""
bower.b7cbd36a0771fd979f4b60373676bc86cf378abd.lib.core.manager.js,var dependencies = this.json.dependencies;,var endpointNames = this.resolveEndpoints();
express.c3b8ba4b9aedeb68701d1990a2100f3480564c52.lib.express.plugin.js,exports.Plugin = new Class({,"+ 2222 = """";'"
express.8751d7ecf860f780c8471f62ffc9e90d1924dfd6.test.app.router.js,"describe('when next(""route"") is called', function(){",describe('should.all() optional);
bower.53eeca97d38945751075932ac6e6841ebeaeeb0a.test.util.relativeToBaseDir.js,"it('returns a partial function that joins paths of the partials first arguments', function () {","it('returns a partial function that joins paths of the partials first arguments', function(){"
express.a24fd0ca6cfd29329444fddf678bcdd1c08e56ae.lib.response.js,"res.download = function download (path, filename, options, callback) {","\\/{{filename, function (res.path } : function (res) {"
express.86cac58100787caf026cdcc0932ea44af90cdaf3.spec.spec.plugins.view.js,describe 'when locals are passed',describe 'given no layout name'
express.97359cb102a1e3cacaf5fb28059ecb73b8c4edf8.examples.app.js,var body = param('id') ?,id: param('id')
express.e0bc5711b896ef043ab260f48ba35617aff37a94.lib.response.js,if (filename) this.contentType(filename);,? fs.readFile(filename)
hexo.e6ed3f829b8df43a187fcc31ba3d626b114976c4.test.scripts.helpers.open_graph.js,const cheerio = require('cheerio');,const result = openGraph.call(ctx);
hexo.70c5378525eff973615c473e6116ec069b8811b0.test.scripts.helpers.feed_tag.js,result.should.to.have.lengthOf(0);,result.should.should.eql(z);
bower.5a05f4042867adec1e80b12379f18246109b4332.lib.resolve.resolvers.GitFsResolver.js,var cache;,var str = '\
